timestamp,tiempo_difusion_segundos,tiempo_rossler_segundos,tiempo_confusion_segundos,tiempo_mqtt_segundos,tiempo_programa_segundos
11-26 16:30:50,1.1289881619995867,6.219902262000687,6.222138469998754,1.3071931090016733,8.684818731999258
