timestamp,tiempo_difusion_segundos,tiempo_rossler_segundos,tiempo_confusion_segundos,tiempo_mqtt_segundos,tiempo_programa_segundos
11-26 16:39:30,1.1707691090014123,6.68084793899834,6.683073992000573,1.329115283999272,9.217907452999498
